Delivery Date,Hour Ending,Repeated Hour Flag,REGDN,REGUP,RRS,NSPIN
1/22/14,2:00,N,8.11,8.05,8.05,2.11
1/22/14,3:00,N,8.11,8.63,8.63,2.14
1/22/14,4:00,N,8.11,6.39,9.10,2.00
1/22/14,5:00,N,11.28,8.36,10.00,2.00
1/22/14,6:00,N,5.75,9.82,9.84,1.00
1/22/14,7:00,N,5.75,33.21,32.96,3.10
1/22/14,8:00,N,2.11,21.92,29.10,1.00
1/22/14,9:00,N,2.33,8.86,16.97,1.00
1/22/14,10:00,N,2.40,8.02,9.75,8.02
1/22/14,11:00,N,5.55,3.90,7.80,3.60
1/22/14,12:00,N,6.90,1.59,3.51,1.80
1/22/14,13:00,N,9.29,1.00,3.51,1.81
1/22/14,14:00,N,8.29,3.00,3.51,2.00
1/22/14,15:00,N,5.65,1.00,3.51,1.81
1/22/14,16:00,N,5.39,1.00,3.51,2.00
1/22/14,17:00,N,10.11,1.00,3.51,2.22
1/22/14,18:00,N,8.11,10.00,9.40,1.00
1/22/14,19:00,N,2.21,13.63,17.63,1.00
1/22/14,20:00,N,3.00,6.00,11.27,1.00
1/22/14,21:00,N,4.93,3.00,8.00,1.00
1/22/14,22:00,N,8.19,3.00,7.74,2.42
1/22/14,23:00,N,9.04,4.00,5.43,2.10
1/22/14,24:00:00,N,11.00,5.57,6.61,2.42
1/23/14,1:00,N,9.37,6.10,8.00,2.50
1/23/14,2:00,N,8.33,4.30,6.75,2.42
1/23/14,3:00,N,9.11,4.30,6.75,2.42
1/23/14,4:00,N,11.11,3.90,6.75,2.50
1/23/14,5:00,N,8.20,6.75,8.00,2.50
1/23/14,6:00,N,5.58,6.75,7.83,3.33
1/23/14,7:00,N,5.65,15.57,15.27,2.42
1/23/14,8:00,N,2.11,6.41,12.75,2.42
1/23/14,9:00,N,1.00,5.64,8.94,1.81
1/23/14,10:00,N,2.01,4.00,8.82,1.71
1/23/14,11:00,N,2.11,3.23,8.83,2.50
1/23/14,12:00,N,2.52,3.00,5.70,2.40
1/23/14,13:00,N,3.00,2.42,3.92,2.22
1/23/14,14:00,N,4.03,3.87,3.87,2.42
1/23/14,15:00,N,5.13,1.00,3.76,2.40
1/23/14,16:00,N,4.85,1.00,4.00,2.40
1/23/14,17:00,N,3.44,4.92,6.03,4.62
1/23/14,18:00,N,3.00,25.19,25.19,4.00
1/23/14,19:00,N,2.11,60.03,61.48,20.00
1/23/14,20:00,N,2.00,44.49,59.47,20.00
1/23/14,21:00,N,2.11,31.94,43.97,31.44
1/23/14,22:00,N,2.92,16.29,26.96,25.55
1/23/14,23:00,N,5.06,8.32,16.24,8.32
1/23/14,24:00:00,N,5.65,3.00,7.00,3.00
1/24/14,1:00,N,4.97,1.87,4.25,2.42
1/24/14,2:00,N,6.16,1.00,3.50,2.59
1/24/14,3:00,N,5.89,1.00,4.00,2.59
1/24/14,4:00,N,4.00,1.00,5.00,3.59
1/24/14,5:00,N,3.50,3.50,10.36,5.00
1/24/14,6:00,N,6.55,55.00,57.88,56.47
1/24/14,7:00,N,10.00,175.02,175.15,50.00
1/24/14,8:00,N,1.00,135.88,166.65,50.00
1/24/14,9:00,N,1.00,49.19,66.23,49.19
1/24/14,10:00,N,1.00,28.28,41.54,3.50
1/24/14,11:00,N,2.53,29.02,29.62,29.02
1/24/14,12:00,N,3.50,12.73,15.18,13.77
1/24/14,13:00,N,3.53,4.52,9.42,4.52
1/24/14,14:00,N,6.64,5.00,5.30,3.02
1/24/14,15:00,N,8.00,1.00,3.84,2.40
1/24/14,16:00,N,8.11,1.00,3.50,2.40
1/24/14,17:00,N,9.55,2.14,3.50,2.50
1/24/14,18:00,N,8.65,11.02,11.02,1.00
1/24/14,19:00,N,2.11,22.09,24.09,1.00
1/24/14,20:00,N,5.84,3.50,16.37,1.00
1/24/14,21:00,N,7.38,3.50,12.67,1.00
1/24/14,22:00,N,11.01,5.00,6.62,5.00
1/24/14,23:00,N,10.70,4.12,8.93,4.12
1/24/14,24:00:00,N,14.11,3.00,5.57,2.62
1/25/14,1:00,N,5.75,5.00,7.11,2.77
1/25/14,2:00,N,5.65,4.42,6.00,2.42
1/25/14,3:00,N,8.11,3.00,6.00,1.00
1/25/14,4:00,N,8.11,2.11,6.00,1.00
1/25/14,5:00,N,8.11,4.62,6.00,2.62
1/25/14,6:00,N,14.11,6.00,6.00,4.22
1/25/14,7:00,N,6.00,19.08,19.08,1.00
1/25/14,8:00,N,2.11,30.00,34.95,1.00
1/25/14,9:00,N,1.00,26.21,35.70,1.00
1/25/14,10:00,N,2.11,7.82,15.49,1.00
1/25/14,11:00,N,3.58,6.58,6.99,6.39
1/25/14,12:00,N,4.68,4.82,5.00,4.22
1/25/14,13:00,N,5.75,3.00,3.99,2.50
1/25/14,14:00,N,8.00,5.00,5.00,2.42
1/25/14,15:00,N,7.46,1.00,4.00,1.80
1/25/14,16:00,N,6.42,1.00,3.40,1.80
1/25/14,17:00,N,8.11,1.00,3.40,2.22
1/25/14,18:00,N,14.11,8.00,7.40,1.00
1/25/14,19:00,N,5.65,17.04,17.04,1.00
1/25/14,20:00,N,5.75,8.00,12.00,1.00
1/25/14,21:00,N,5.00,6.00,8.15,1.00
1/25/14,22:00,N,14.11,4.56,9.06,2.62
1/25/14,23:00,N,29.00,5.00,7.05,2.50
1/25/14,24:00:00,N,41.17,3.00,5.00,2.01
1/26/14,1:00,N,8.11,3.89,4.80,1.00
1/26/14,2:00,N,8.11,3.00,3.86,1.00
1/26/14,3:00,N,12.00,3.76,3.86,1.00
1/26/14,4:00,N,13.72,3.00,3.86,1.00
1/26/14,5:00,N,11.84,3.64,3.86,1.00
1/26/14,6:00,N,34.52,6.33,6.33,1.00
1/26/14,7:00,N,33.00,15.28,14.68,1.00
1/26/14,8:00,N,14.40,8.00,13.25,1.00
1/26/14,9:00,N,5.75,9.50,18.99,1.00
1/26/14,10:00,N,14.11,10.63,18.18,1.00
1/26/14,11:00,N,14.11,7.20,9.47,1.62
1/26/14,12:00,N,14.11,3.00,7.72,1.00
1/26/14,13:00,N,14.11,3.00,4.74,1.00
1/26/14,14:00,N,14.11,5.00,5.00,1.00
1/26/14,15:00,N,17.23,2.00,3.91,1.00
1/26/14,16:00,N,15.45,2.00,3.86,1.00
1/26/14,17:00,N,16.47,4.00,4.00,1.00
1/26/14,18:00,N,65.42,12.43,11.83,1.00
1/26/14,19:00,N,22.19,19.20,23.20,1.00
1/26/14,20:00,N,11.51,9.10,19.32,1.00
1/26/14,21:00,N,12.30,4.85,15.02,1.00
1/26/14,22:00,N,15.00,3.00,9.75,1.00
1/26/14,23:00,N,29.00,3.00,4.00,1.00
1/26/14,24:00:00,N,19.00,3.00,3.86,1.00
1/27/14,1:00,N,18.34,2.11,3.50,1.00
1/27/14,2:00,N,19.05,1.00,3.00,1.00
1/27/14,3:00,N,20.27,1.00,3.00,1.00
1/27/14,4:00,N,21.57,1.00,3.00,1.00
1/27/14,5:00,N,21.83,3.00,3.00,1.00
1/27/14,6:00,N,68.33,4.00,4.00,1.00
1/27/14,7:00,N,33.00,15.15,14.55,1.00
1/27/14,8:00,N,5.75,9.17,9.73,1.00
1/27/14,9:00,N,5.13,4.96,4.96,1.00
1/27/14,10:00,N,5.65,4.30,4.30,1.00
1/27/14,11:00,N,6.86,3.50,3.86,1.00
1/27/14,12:00,N,8.11,3.00,3.86,1.00
1/27/14,13:00,N,5.65,2.20,3.86,1.00
1/27/14,14:00,N,4.80,3.86,3.86,1.00
1/27/14,15:00,N,5.65,2.00,3.86,1.00
1/27/14,16:00,N,5.19,1.42,3.86,1.00
1/27/14,17:00,N,9.67,2.79,3.50,1.00
1/27/14,18:00,N,5.75,15.89,15.51,1.00
1/27/14,19:00,N,1.00,38.66,38.61,1.00
1/27/14,20:00,N,1.50,18.05,26.83,1.00
1/27/14,21:00,N,1.81,15.51,20.63,1.00
1/27/14,22:00,N,2.31,3.50,13.69,1.00
1/27/14,23:00,N,14.11,5.00,5.00,1.00
1/27/14,24:00:00,N,10.39,3.50,3.86,1.00
1/28/14,1:00,N,14.11,3.50,4.37,1.00
1/28/14,2:00,N,8.11,3.50,4.37,1.00
1/28/14,3:00,N,12.00,3.50,5.50,1.00
1/28/14,4:00,N,24.01,1.71,5.50,1.00
1/28/14,5:00,N,5.47,3.89,6.00,1.00
1/28/14,6:00,N,4.03,22.36,22.73,1.00
1/28/14,7:00,N,8.11,93.96,95.00,55.10
1/28/14,8:00,N,1.00,63.08,93.19,55.10
1/28/14,9:00,N,1.00,26.03,40.13,25.23
1/28/14,10:00,N,2.11,12.17,28.00,1.00
1/28/14,11:00,N,1.96,16.26,25.00,1.00
1/28/14,12:00,N,2.83,6.26,15.88,1.00
1/28/14,13:00,N,2.35,2.00,10.31,1.00
1/28/14,14:00,N,6.33,3.82,4.37,1.00
1/28/14,15:00,N,8.33,1.00,4.37,1.00
1/28/14,16:00,N,3.50,1.00,4.37,1.00
1/28/14,17:00,N,8.38,2.11,4.37,1.00
1/28/14,18:00,N,7.42,23.18,25.07,1.00
1/28/14,19:00,N,2.11,60.00,63.74,1.00
1/28/14,20:00,N,2.11,27.69,46.96,1.00
1/28/14,21:00,N,2.11,16.60,35.36,1.00
1/28/14,22:00,N,2.83,11.48,29.61,1.00
1/28/14,23:00,N,3.50,13.75,24.45,1.00
1/28/14,24:00:00,N,3.50,7.17,16.51,1.00
1/29/14,1:00,N,3.50,3.32,4.00,1.00
1/29/14,2:00,N,3.50,2.11,3.96,1.00
1/29/14,3:00,N,3.50,2.11,3.96,1.00
1/29/14,4:00,N,4.00,2.11,3.96,1.00
1/29/14,5:00,N,4.50,4.00,8.30,1.00
1/29/14,6:00,N,4.00,34.24,39.49,1.00
1/29/14,7:00,N,6.67,191.93,191.93,50.00
1/29/14,8:00,N,2.11,76.00,159.91,50.00
1/29/14,9:00,N,1.00,20.97,36.82,18.00
1/29/14,10:00,N,2.11,3.50,14.03,1.00
1/29/14,11:00,N,3.50,3.50,13.46,1.00
1/29/14,12:00,N,4.87,4.50,11.46,1.00
1/29/14,13:00,N,8.11,1.14,4.50,1.00
1/29/14,14:00,N,5.29,4.50,6.82,1.00
1/29/14,15:00,N,7.15,1.00,7.11,1.00
1/29/14,16:00,N,3.50,1.00,4.98,1.00
1/29/14,17:00,N,8.00,1.00,3.96,1.00
1/29/14,18:00,N,14.11,12.74,12.74,1.51
1/29/14,19:00,N,8.11,22.89,28.00,1.51
1/29/14,20:00,N,8.76,11.79,23.74,1.00
1/29/14,21:00,N,8.11,9.37,21.23,1.00
1/29/14,22:00,N,9.44,6.68,16.35,1.00
1/29/14,23:00,N,7.65,8.66,16.79,1.00
1/29/14,24:00:00,N,7.20,7.06,18.02,1.00
1/30/14,1:00,N,5.65,3.89,3.75,1.00
1/30/14,2:00,N,4.61,3.75,3.50,1.00
1/30/14,3:00,N,4.09,3.75,3.50,1.00
1/30/14,4:00,N,4.00,3.89,3.75,1.00
1/30/14,5:00,N,8.11,3.89,3.50,1.00
1/30/14,6:00,N,5.65,7.11,7.11,1.00
1/30/14,7:00,N,3.85,65.98,65.98,1.00
1/30/14,8:00,N,2.00,18.19,34.77,1.00
1/30/14,9:00,N,4.61,4.00,9.95,1.00
1/30/14,10:00,N,7.30,4.00,5.93,1.00
1/30/14,11:00,N,9.41,3.00,6.18,1.00
1/30/14,12:00,N,11.38,1.00,6.61,1.00
1/30/14,13:00,N,12.16,1.00,8.61,1.00
1/30/14,14:00,N,13.23,4.41,4.41,1.00
1/30/14,15:00,N,15.83,1.00,3.99,1.00
1/30/14,16:00,N,12.00,1.00,3.99,1.00
1/30/14,17:00,N,7.30,3.00,4.00,1.00
1/30/14,18:00,N,45.48,10.14,11.04,1.00
1/30/14,19:00,N,5.75,14.08,18.08,1.00
1/30/14,20:00,N,7.12,4.80,15.38,1.00
1/30/14,21:00,N,15.00,4.00,17.62,1.00
1/30/14,22:00,N,46.63,4.00,13.49,1.00
1/30/14,23:00,N,40.00,9.59,9.59,1.00
1/30/14,24:00:00,N,35.80,4.41,4.65,1.00
1/31/14,1:00,N,11.75,11.71,11.31,1.00
1/31/14,2:00,N,11.47,6.51,8.56,1.00
1/31/14,3:00,N,14.00,5.45,7.93,1.00
1/31/14,4:00,N,14.00,4.10,8.40,1.00
1/31/14,5:00,N,14.00,10.81,10.48,1.00
1/31/14,6:00,N,15.23,10.35,10.35,1.00
1/31/14,7:00,N,5.65,43.76,43.76,1.89
1/31/14,8:00,N,2.11,12.29,24.87,1.00
1/31/14,9:00,N,4.06,4.00,17.52,1.00
1/31/14,10:00,N,5.69,5.15,10.68,1.00
1/31/14,11:00,N,8.10,3.00,7.13,1.00
1/31/14,12:00,N,8.11,1.80,4.00,1.00
1/31/14,13:00,N,10.00,1.00,4.00,1.00
1/31/14,14:00,N,8.11,3.00,4.00,1.00
1/31/14,15:00,N,6.32,1.00,10.96,1.00
1/31/14,16:00,N,8.11,1.00,9.62,1.00
1/31/14,17:00,N,13.44,3.00,9.97,1.00
1/31/14,18:00,N,8.11,15.00,19.80,1.00
1/31/14,19:00,N,2.11,34.63,47.90,1.00
1/31/14,20:00,N,7.56,3.00,17.92,1.00
1/31/14,21:00,N,8.11,4.00,17.28,1.00
1/31/14,22:00,N,14.65,4.00,18.00,1.00
1/31/14,23:00,N,47.46,4.52,18.00,1.00
1/31/14,24:00:00,N,24.61,3.02,11.03,1.00
2/1/14,1:00,N,33.63,8.50,8.37,1.00
2/1/14,2:00,N,21.84,7.12,7.11,1.00
2/1/14,3:00,N,28.73,6.00,6.00,1.00
2/1/14,4:00,N,15.46,7.21,7.11,1.00
2/1/14,5:00,N,52.92,8.11,7.11,1.00
2/1/14,6:00,N,50.31,14.15,13.15,1.00
2/1/14,7:00,N,30.89,68.00,19.00,1.00
2/1/14,8:00,N,19.10,8.02,10.42,1.00
2/1/14,9:00,N,8.33,6.93,14.32,1.00
2/1/14,10:00,N,9.96,6.00,17.12,1.00
2/1/14,11:00,N,5.75,13.49,21.15,1.00
2/1/14,12:00,N,7.29,3.00,18.17,1.00
2/1/14,13:00,N,6.88,3.00,17.22,1.00
2/1/14,14:00,N,8.11,3.00,15.92,1.00
2/1/14,15:00,N,8.11,2.00,15.62,1.00
2/1/14,16:00,N,8.42,2.00,15.38,1.00
2/1/14,17:00,N,10.90,3.00,13.17,1.00
2/1/14,18:00,N,8.41,15.00,18.59,1.00
2/1/14,19:00,N,14.11,34.49,38.54,1.00
2/1/14,20:00,N,8.11,5.51,21.23,1.00
2/1/14,21:00,N,5.75,4.00,22.49,1.00
2/1/14,22:00,N,14.11,4.00,15.43,1.00
2/1/14,23:00,N,40.00,4.63,8.28,1.00
2/1/14,24:00:00,N,35.35,9.15,10.00,1.00
2/2/14,1:00,N,18.55,11.85,11.72,1.00
2/2/14,2:00,N,11.98,9.10,9.09,1.00
2/2/14,3:00,N,14.11,7.41,8.00,1.00
2/2/14,4:00,N,11.33,9.39,9.35,1.00
2/2/14,5:00,N,18.61,13.87,13.53,1.00
2/2/14,6:00,N,25.36,16.23,15.23,1.00
2/2/14,7:00,N,11.13,30.18,14.00,1.25
2/2/14,8:00,N,8.19,4.00,12.70,1.50
2/2/14,9:00,N,3.55,6.00,14.49,1.50
2/2/14,10:00,N,2.11,6.00,14.03,1.00
2/2/14,11:00,N,2.11,9.46,13.33,1.00
2/2/14,12:00,N,2.11,3.00,14.76,1.00
2/2/14,13:00,N,4.57,2.00,10.63,1.00
2/2/14,14:00,N,8.61,1.91,3.88,1.00
2/2/14,15:00,N,6.70,1.00,3.88,1.00
2/2/14,16:00,N,8.11,1.00,3.88,1.00
2/2/14,17:00,N,8.00,1.96,3.88,1.00
2/2/14,18:00,N,5.54,14.64,14.64,1.00
2/2/14,19:00,N,3.07,32.16,39.96,1.00
2/2/14,20:00,N,2.11,5.86,40.68,1.00
2/2/14,21:00,N,2.11,17.34,41.00,1.00
2/2/14,22:00,N,3.00,16.61,21.16,1.00
2/2/14,23:00,N,4.03,8.91,16.43,1.00
2/2/14,24:00:00,N,3.53,3.00,11.18,1.00
2/3/14,1:00,N,2.11,12.91,18.75,1.00
2/3/14,2:00,N,2.11,6.32,12.01,1.00
2/3/14,3:00,N,2.11,5.00,12.01,1.00
2/3/14,4:00,N,1.72,6.51,12.01,1.00
2/3/14,5:00,N,2.93,10.01,13.71,1.00
2/3/14,6:00,N,5.65,39.63,39.63,25.00
2/3/14,7:00,N,2.89,160.03,159.03,2.42
2/3/14,8:00,N,2.11,118.83,123.00,2.42
2/3/14,9:00,N,2.11,45.66,62.79,1.00
2/3/14,10:00,N,1.84,25.07,42.30,1.00
2/3/14,11:00,N,2.11,21.72,30.12,1.00
2/3/14,12:00,N,2.11,8.56,20.50,1.00
2/3/14,13:00,N,2.11,2.00,10.11,1.00
2/3/14,14:00,N,5.23,2.00,8.05,1.00
2/3/14,15:00,N,6.64,1.00,5.67,1.00
2/3/14,16:00,N,8.11,1.00,4.67,1.00
2/3/14,17:00,N,8.11,1.00,5.68,1.00
2/3/14,18:00,N,2.96,10.01,12.66,1.00
2/3/14,19:00,N,2.11,27.75,31.42,1.00
2/3/14,20:00,N,2.11,9.56,17.65,1.00
2/3/14,21:00,N,2.11,4.00,16.57,1.00
2/3/14,22:00,N,5.65,3.31,10.17,1.00
2/3/14,23:00,N,4.00,6.47,8.47,1.00
2/3/14,24:00:00,N,4.06,3.00,5.01,1.00
2/4/14,1:00,N,10.00,1.00,3.00,1.00
2/4/14,2:00,N,7.67,1.00,3.00,1.00
2/4/14,3:00,N,8.11,1.00,3.00,1.00
2/4/14,4:00,N,5.65,1.00,3.00,1.00
2/4/14,5:00,N,7.42,2.11,3.00,1.00
2/4/14,6:00,N,9.30,3.50,3.50,1.00
2/4/14,7:00,N,5.23,38.28,33.28,12.23
2/4/14,8:00,N,2.27,16.39,20.90,13.90
2/4/14,9:00,N,4.26,4.00,7.02,1.50
2/4/14,10:00,N,3.50,3.00,6.73,1.00
2/4/14,11:00,N,6.02,3.00,4.84,1.00
2/4/14,12:00,N,10.17,1.00,4.02,1.00
2/4/14,13:00,N,8.11,1.00,4.02,1.00
2/4/14,14:00,N,14.11,1.00,4.00,1.00
2/4/14,15:00,N,12.12,1.00,4.00,1.00
2/4/14,16:00,N,12.69,1.00,4.00,1.00
2/4/14,17:00,N,5.65,1.00,3.50,1.00
2/4/14,18:00,N,4.82,4.02,4.02,1.00
2/4/14,19:00,N,3.00,10.39,15.62,1.00
2/4/14,20:00,N,3.66,3.95,11.09,1.00
2/4/14,21:00,N,3.40,1.21,6.79,1.00
2/4/14,22:00,N,14.11,3.00,4.02,1.00
2/4/14,23:00,N,12.65,3.00,3.00,1.00
2/4/14,24:00:00,N,10.76,1.00,3.00,1.00
2/5/14,1:00,N,8.11,1.00,3.00,1.00
2/5/14,2:00,N,6.06,1.00,3.00,1.00
2/5/14,3:00,N,7.81,1.00,3.00,1.00
2/5/14,4:00,N,4.00,1.00,3.00,1.00
2/5/14,5:00,N,5.75,3.00,3.00,1.00
2/5/14,6:00,N,10.07,10.61,10.61,1.00
2/5/14,7:00,N,10.00,79.47,73.09,20.00
2/5/14,8:00,N,5.65,45.07,45.07,20.00
2/5/14,9:00,N,3.11,18.01,18.66,1.00
2/5/14,10:00,N,5.65,10.69,13.16,1.00
2/5/14,11:00,N,5.65,6.02,7.76,1.00
2/5/14,12:00,N,8.11,3.00,5.02,1.00
2/5/14,13:00,N,8.11,2.11,4.00,1.00
2/5/14,14:00,N,11.50,2.11,5.02,1.00
2/5/14,15:00,N,8.00,2.00,5.02,1.00
2/5/14,16:00,N,8.11,2.00,4.00,1.00
2/5/14,17:00,N,8.11,1.00,3.50,1.00
2/5/14,18:00,N,10.66,10.10,14.10,1.00
2/5/14,19:00,N,8.11,45.86,45.86,1.00
2/5/14,20:00,N,5.65,18.83,28.23,1.00
2/5/14,21:00,N,5.65,12.89,21.18,1.00
2/5/14,22:00,N,7.80,9.75,13.49,1.00
2/5/14,23:00,N,8.11,3.00,4.00,1.00
2/5/14,24:00:00,N,6.00,3.00,4.00,1.00
2/6/14,1:00,N,5.35,3.00,6.83,1.00
2/6/14,2:00,N,2.11,2.83,6.83,1.00
2/6/14,3:00,N,4.30,1.00,6.83,1.00
2/6/14,4:00,N,2.11,2.83,6.83,1.00
2/6/14,5:00,N,7.41,3.00,7.56,1.00
2/6/14,6:00,N,15.00,30.00,47.18,1.00
2/6/14,7:00,N,8.11,413.24,413.24,60.00
2/6/14,8:00,N,2.11,311.68,434.20,60.00
2/6/14,9:00,N,1.00,56.62,180.13,24.00
2/6/14,10:00,N,2.11,109.02,181.36,128.02
2/6/14,11:00,N,2.11,60.86,82.86,79.86
2/6/14,12:00,N,5.00,9.67,16.00,28.67
2/6/14,13:00,N,8.11,3.00,9.00,22.00
2/6/14,14:00,N,10.31,1.00,7.11,20.00
2/6/14,15:00,N,9.03,1.00,7.11,20.00
2/6/14,16:00,N,9.72,1.00,7.11,15.13
2/6/14,17:00,N,7.83,2.11,16.21,5.00
2/6/14,18:00,N,2.11,62.04,84.89,41.36
2/6/14,19:00,N,10.00,284.09,364.54,78.76
2/6/14,20:00,N,3.00,197.13,337.38,43.61
2/6/14,21:00,N,1.00,100.92,173.14,36.10
2/6/14,22:00,N,7.69,34.25,53.40,24.00
2/6/14,23:00,N,12.85,11.58,16.00,1.00
2/6/14,24:00:00,N,5.27,9.00,14.66,1.00
2/7/14,1:00,N,18.70,8.11,18.18,6.51
2/7/14,2:00,N,18.61,5.30,13.28,5.00
2/7/14,3:00,N,20.42,5.00,14.30,4.70
2/7/14,4:00,N,15.94,5.30,17.01,5.00
2/7/14,5:00,N,18.12,7.87,23.71,7.57
2/7/14,6:00,N,8.11,40.09,63.76,1.00
2/7/14,7:00,N,8.11,231.14,230.14,1.00
2/7/14,8:00,N,2.11,89.57,108.21,1.00
2/7/14,9:00,N,2.11,56.63,83.63,1.00
2/7/14,10:00,N,2.11,45.05,67.01,22.99
2/7/14,11:00,N,2.11,22.61,42.93,22.01
2/7/14,12:00,N,2.11,15.64,32.62,15.24
2/7/14,13:00,N,4.88,8.95,17.69,5.00
2/7/14,14:00,N,14.11,14.69,14.73,8.49
2/7/14,15:00,N,10.14,6.99,6.99,4.99
2/7/14,16:00,N,14.11,4.22,5.46,2.22
2/7/14,17:00,N,8.11,4.00,5.46,2.70
2/7/14,18:00,N,83.88,17.94,17.94,1.00
2/7/14,19:00,N,14.11,47.76,47.76,1.00
2/7/14,20:00,N,14.11,36.75,36.75,1.00
2/7/14,21:00,N,5.00,14.00,16.95,1.00
2/7/14,22:00,N,10.52,9.14,9.41,2.42
2/7/14,23:00,N,22.04,11.70,11.76,5.00
2/7/14,24:00:00,N,18.56,10.50,10.57,5.00
2/8/14,1:00,N,14.11,10.10,12.37,1.61
2/8/14,2:00,N,11.19,4.51,9.51,1.61
2/8/14,3:00,N,13.99,3.19,8.19,1.61
2/8/14,4:00,N,8.11,6.11,10.58,2.22
2/8/14,5:00,N,14.11,4.69,10.38,2.22
2/8/14,6:00,N,14.11,25.22,25.34,1.00
2/8/14,7:00,N,14.11,77.19,61.64,1.00
2/8/14,8:00,N,7.68,45.70,51.03,1.00
2/8/14,9:00,N,2.54,50.43,56.37,1.00
2/8/14,10:00,N,4.14,24.18,30.78,1.00
2/8/14,11:00,N,5.68,7.44,12.28,1.00
2/8/14,12:00,N,8.00,3.47,10.41,1.50
2/8/14,13:00,N,14.11,4.01,27.79,1.00
2/8/14,14:00,N,40.00,3.00,23.00,1.50
2/8/14,15:00,N,15.00,2.00,17.20,1.00
2/8/14,16:00,N,25.54,2.00,14.34,1.00
2/8/14,17:00,N,23.00,3.00,14.09,1.00
2/8/14,18:00,N,60.19,13.82,17.82,1.00
2/8/14,19:00,N,86.27,37.93,44.24,4.42
2/8/14,20:00,N,23.69,6.00,29.13,4.22
2/8/14,21:00,N,14.11,8.63,27.11,4.42
2/8/14,22:00,N,150.00,9.03,25.17,1.50
2/8/14,23:00,N,39.28,8.70,21.92,1.61
2/8/14,24:00:00,N,18.95,4.10,13.50,1.00
2/9/14,1:00,N,35.00,4.00,6.00,1.00
2/9/14,2:00,N,28.51,3.00,4.46,1.00
2/9/14,3:00,N,33.17,3.00,4.46,1.00
2/9/14,4:00,N,14.11,3.00,4.46,1.00
2/9/14,5:00,N,35.00,5.29,4.46,1.00
2/9/14,6:00,N,29.30,5.36,5.36,1.00
2/9/14,7:00,N,15.59,35.55,34.16,4.61
2/9/14,8:00,N,7.92,10.45,20.40,1.50
2/9/14,9:00,N,3.00,16.79,27.85,1.50
2/9/14,10:00,N,4.43,6.00,21.95,1.00
2/9/14,11:00,N,8.07,6.23,18.27,1.00
2/9/14,12:00,N,12.13,2.00,12.79,1.00
2/9/14,13:00,N,10.00,1.00,10.46,1.00
2/9/14,14:00,N,25.00,3.00,12.32,1.50
2/9/14,15:00,N,14.11,2.00,9.79,1.00
2/9/14,16:00,N,15.23,2.00,7.69,1.00
2/9/14,17:00,N,14.11,3.00,7.19,1.00
2/9/14,18:00,N,42.53,11.09,11.15,1.00
2/9/14,19:00,N,32.34,16.00,20.00,2.22
2/9/14,20:00,N,72.76,5.62,20.00,1.61
2/9/14,21:00,N,14.11,4.00,18.09,1.61
2/9/14,22:00,N,43.79,4.00,12.53,1.61
2/9/14,23:00,N,70.00,8.35,8.35,1.50
2/9/14,24:00:00,N,40.99,5.46,4.46,1.00
2/10/14,1:00,N,29.09,4.89,4.46,1.00
2/10/14,2:00,N,26.00,3.00,4.00,1.00
2/10/14,3:00,N,29.06,3.00,4.00,1.00
2/10/14,4:00,N,14.11,5.10,4.46,1.00
2/10/14,5:00,N,32.21,5.46,4.46,1.00
2/10/14,6:00,N,35.00,18.64,22.64,1.00
2/10/14,7:00,N,20.01,57.45,38.33,1.61
2/10/14,8:00,N,8.11,19.47,24.47,1.61
2/10/14,9:00,N,2.31,22.20,23.20,1.00
2/10/14,10:00,N,4.00,20.60,22.60,1.00
2/10/14,11:00,N,4.20,19.00,21.00,1.00
2/10/14,12:00,N,8.11,12.34,13.34,1.00
2/10/14,13:00,N,7.83,6.27,9.00,1.00
2/10/14,14:00,N,12.19,7.73,8.00,1.00
2/10/14,15:00,N,8.11,2.00,4.46,1.00
2/10/14,16:00,N,8.11,2.00,4.46,1.00
2/10/14,17:00,N,8.11,2.66,4.46,1.00
2/10/14,18:00,N,4.55,21.00,21.00,1.00
2/10/14,19:00,N,7.57,39.01,39.01,1.00
2/10/14,20:00,N,3.55,30.49,37.15,1.00
2/10/14,21:00,N,2.44,31.07,36.07,1.00
2/10/14,22:00,N,3.00,19.68,21.68,1.00
2/10/14,23:00,N,14.11,10.32,10.32,1.00
2/10/14,24:00:00,N,14.11,15.23,15.24,1.00
2/11/14,1:00,N,13.63,3.89,5.00,1.00
2/11/14,2:00,N,14.11,1.00,5.00,1.00
2/11/14,3:00,N,14.11,1.00,5.00,1.00
2/11/14,4:00,N,10.00,3.00,5.00,1.00
2/11/14,5:00,N,14.11,7.50,7.50,1.00
2/11/14,6:00,N,14.11,22.65,21.65,1.00
2/11/14,7:00,N,10.21,83.54,57.41,1.00
2/11/14,8:00,N,2.11,49.49,49.49,1.00
2/11/14,9:00,N,2.11,30.64,30.64,1.00
2/11/14,10:00,N,4.00,42.89,44.49,42.49
2/11/14,11:00,N,3.00,42.68,42.68,41.27
2/11/14,12:00,N,7.09,30.23,33.24,29.63
2/11/14,13:00,N,6.61,15.21,22.50,15.01
2/11/14,14:00,N,10.00,8.11,13.71,7.51
2/11/14,15:00,N,7.86,5.21,11.13,5.01
2/11/14,16:00,N,8.11,3.00,9.08,2.40
2/11/14,17:00,N,8.11,3.00,14.53,1.00
